Reference, Quantity, Value, Footprint, Datasheet, Digikey, Farnell, Toby, Module, THT, Part, User Manual
C11 C1 C37 C31 ,4,"1nF 5%","agg:0402",""
C12 C13 C6 C34 ,4,"10nF","agg:0402",""
C15 C10 C19 C24 C20 C22 C28 C29 C4 C2 C14 C32 C36 C30 C35 ,15,"100nF","agg:0402",""
C16 ,1,"100pF","agg:0402",""
C17 C18 C25 C21 C5 C23 C33 ,7,"2.2µF","agg:0603",""
C27 C26 ,2,"18pF","agg:0402",""
C3 C9 ,2,"1µF","agg:0402",""
C8 C7 ,2,"10µF","agg:0603",""
D1 ,1,"LED-red","agg:0603-LED",""
D2 ,1,"LED-orange","agg:0603-LED",""
D3 ,1,"LED-blue","agg:0603-LED",""
D4 ,1,"RB160MM-60TR","Diode_SMD:D_SOD-123","https://www.rohm.com/datasheet/RB160MM-60/rb160mm-60tr-e","","2673070","","","","",""
D5 D6 ,2,"SM4007PL-TP","Diode_SMD:D_SOD-123F","http://www.mccsemi.com/up_pdf/SM4001PL-SM4007PL(SOD-123FL).PDF","SM4007PL-TPMSCT-ND","2295709","","","","",""
FB2 FB1 FB3 FB4 ,4,"BLM15EG221SN","agg:0402","https://www.murata.com/en-us/products/productdata/8796750970910/ENFA0023.pdf","490-4005-1-ND","","","","","",""
IC1 ,1,"KSZ8081RNx","agg:QFN-24-EP-MICREL","http://ww1.microchip.com/downloads/en/DeviceDoc/KSZ8081RNA_RND.pdf","","2509802","","","","",""
IC2 ,1,"STM32H743VIT6","agg:LQFP-100","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/DM00037051.pdf","497-17720-ND","2820776","","","","",""
IC3 ,1,"MS5607-02BA03","agg:MS5611","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MS5607-02BA03&DocType=Data+Sheet&DocLang=English","223-1198-1-ND","","","","","",""
J1 ,1,"CONN_01x08","agg:SIL-254P-08","","1528-1512-ND","","","Adafruit Monochrome 1.3 128x64 OLED graphic display #938","true","",""
J2 ,1,"08B0-1X1T-06-F","rem:08B0-1X1T-06-F","https://www.belfuse.com/resources/ICMs/ICMs%20Drawings/08B0-1X1T-06-F.pdf","507-1445-ND","2675992","","","true","",""
J3 ,1,"Side PCB","rem:Omron_Playbook_Footprint","","","","","","true","",""
J4 ,1,"Barrel_Jack_Switch","Connector_BarrelJack:BarrelJack_CUI_PJ-102AH_Horizontal","https://www.cui.com/product/resource/pj-102ah.pdf","","","","","true","",""
